    31 22
    31 22.3
  30.9 22.7
  30.9 23
  30.8 23.4
  30.6 23.7
  30.5 24
  30.3 24.3
  30.1 24.6
  29.8 24.8
  29.6 25.1
  29.3 25.3
    29 25.5
  28.7 25.6
  28.4 25.8
    28 25.9
  27.7 25.9
  27.3 26
    27 26
  26.7 26
  26.3 25.9
    26 25.9
  25.6 25.8
  25.3 25.6
    25 25.5
  24.7 25.3
  24.4 25.1
  24.2 24.8
  23.9 24.6
  23.7 24.3
  23.5 24
  23.4 23.7
  23.2 23.4
  23.1 23
  23.1 22.7
    23 22.3
    23 22
    23 21.7
  23.1 21.3
  23.1 21
  23.2 20.6
  23.4 20.3
  23.5 20
  23.7 19.7
  23.9 19.4
  24.2 19.2
  24.4 18.9
  24.7 18.7
    25 18.5
  25.3 18.4
  25.6 18.2
    26 18.1
  26.3 18.1
  26.7 18
    27 18
  27.3 18
  27.7 18.1
    28 18.1
  28.4 18.2
  28.7 18.4
    29 18.5
  29.3 18.7
  29.6 18.9
  29.8 19.2
  30.1 19.4
  30.3 19.7
  30.5 20
  30.6 20.3
  30.8 20.6
  30.9 21
  30.9 21.3
    31 21.7
    31 22
