   -14 12
   -14 12.7
 -14.1 13.4
 -14.3 14.1
 -14.5 14.7
 -14.7 15.4
 -15.1 16
 -15.4 16.6
 -15.9 17.1
 -16.3 17.7
 -16.9 18.1
 -17.4 18.6
   -18 18.9
 -18.6 19.3
 -19.3 19.5
 -19.9 19.7
 -20.6 19.9
 -21.3 20
   -22 20
 -22.7 20
 -23.4 19.9
 -24.1 19.7
 -24.7 19.5
 -25.4 19.3
   -26 18.9
 -26.6 18.6
 -27.1 18.1
 -27.7 17.7
 -28.1 17.1
 -28.6 16.6
 -28.9 16
 -29.3 15.4
 -29.5 14.7
 -29.7 14.1
 -29.9 13.4
   -30 12.7
   -30 12
   -30 11.3
 -29.9 10.6
 -29.7 9.93
 -29.5 9.26
 -29.3 8.62
 -28.9 8
 -28.6 7.41
 -28.1 6.86
 -27.7 6.34
 -27.1 5.87
 -26.6 5.45
   -26 5.07
 -25.4 4.75
 -24.7 4.48
 -24.1 4.27
 -23.4 4.12
 -22.7 4.03
   -22 4
 -21.3 4.03
 -20.6 4.12
 -19.9 4.27
 -19.3 4.48
 -18.6 4.75
   -18 5.07
 -17.4 5.45
 -16.9 5.87
 -16.3 6.34
 -15.9 6.86
 -15.4 7.41
 -15.1 8
 -14.7 8.62
 -14.5 9.26
 -14.3 9.93
 -14.1 10.6
   -14 11.3
   -14 12
